# ABAQUS Dynamic Analysis - Stress History at Element 1 Base 
# Variable: SM2 
time_s,SM2_Nm,sigma_bending_MPa 
464.7734,10775.5459,7.939729
464.8234,10977.0527,8.088205
464.8734,10688.1064,7.875301
464.9234,10366.3984,7.638257
464.9734,10599.2949,7.809862
465.0234,10693.8037,7.879499
465.0734,9957.0254,7.336619
465.1234,8717.3740,6.423209
465.1734,7903.1323,5.823253
465.2234,8293.8271,6.111128
465.2734,8990.6562,6.624571
465.3234,8360.7715,6.160454
465.3734,6859.8525,5.054534
465.4234,5928.6885,4.368426
465.4734,5877.0415,4.330371
465.5234,6235.4009,4.594421
465.5734,6205.3062,4.572246
465.6234,5648.6768,4.162106
465.6734,5429.4111,4.000545
465.7234,5886.6938,4.337483
465.7734,6410.8354,4.723686
465.8234,6747.2842,4.971591
465.8734,7266.3643,5.354064
465.9234,7920.1353,5.835781
465.9734,8358.0742,6.158467
466.0234,8764.9707,6.458280
466.0734,9609.8213,7.080790
466.1234,10940.7256,8.061438
466.1734,12346.2393,9.097060
466.2234,13410.5068,9.881243
466.2734,13911.3359,10.250268
466.3234,13979.0557,10.300166
466.3734,14471.5205,10.663028
466.4234,15938.5898,11.744006
466.4734,17323.5059,12.764452
466.5234,17440.2070,12.850441
466.5734,16821.7227,12.394724
466.6234,16562.7070,12.203874
466.6734,16519.3594,12.171934
466.7234,16154.8496,11.903353
466.7734,15727.8721,11.588743
466.8234,15325.0723,11.291949
466.8734,14735.2324,10.857338
466.9234,14265.6836,10.511361
466.9734,13807.5703,10.173810
467.0234,12663.7510,9.331012
467.0734,11067.6250,8.154941
467.1234,9998.9609,7.367519
467.1734,9523.9082,7.017486
467.2234,8873.1465,6.537987
467.2734,7965.9185,5.869515
467.3234,7393.3486,5.447630
467.3734,6897.1475,5.082014
467.4234,5913.7861,4.357446
467.4734,5300.1177,3.905277
467.5234,5823.9736,4.291269
467.5734,6700.4521,4.937084
467.6234,7248.1318,5.340630
467.6734,7575.4087,5.581777
467.7234,7858.0684,5.790048
467.7734,8312.0195,6.124532
467.8234,8973.2070,6.611714
467.8734,9554.7061,7.040179
467.9234,9963.4414,7.341347
467.9734,10455.9961,7.704275
468.0234,11338.9170,8.354837
468.0734,12425.5898,9.155528
468.1234,13173.4648,9.706584
468.1734,13426.1748,9.892787
468.2234,13489.5449,9.939480
468.2734,13769.4463,10.145720
468.3234,14249.0088,10.499075
468.3734,14514.6455,10.694804
468.4234,14304.2373,10.539769
468.4734,13754.6045,10.134784
468.5234,13291.0703,9.793239
468.5734,13144.2539,9.685060
468.6234,12958.9277,9.548507
468.6734,12417.6758,9.149697
468.7234,11967.1465,8.817734
468.7734,11905.9268,8.772625
468.8234,11758.0957,8.663699
468.8734,11010.1650,8.112603
468.9234,9949.6064,7.331153
468.9734,9399.7578,6.926009
469.0234,9332.2275,6.876251
469.0734,9493.2188,6.994874
469.1234,9884.3154,7.283045
469.1734,9574.3799,7.054675
469.2234,8354.2783,6.155670
469.2734,7831.0015,5.770105
469.3234,8565.4746,6.311285
469.3734,9297.2617,6.850487
469.4234,9267.0039,6.828192
469.4734,8945.8428,6.591551
469.5234,8933.8350,6.582704
469.5734,9229.8916,6.800847
469.6234,9669.4941,7.124758
469.6734,10050.4727,7.405474
469.7234,10065.3789,7.416457
469.7734,9863.8906,7.267995
469.8234,9617.7949,7.086665
469.8734,9296.2178,6.849718
469.9234,9183.3906,6.766583
469.9734,9305.0977,6.856261
470.0234,9210.9580,6.786896
470.0734,8759.2891,6.454093
470.1234,8369.1572,6.166633
470.1734,8323.7568,6.133181
470.2234,8196.9053,6.039713
470.2734,7586.4209,5.589891
470.3234,6871.5205,5.063132
470.3734,6587.5078,4.853863
470.4234,6597.1504,4.860968
470.4734,6286.9004,4.632367
470.5234,5766.4858,4.248911
470.5734,5695.7129,4.196763
470.6234,5843.2041,4.305439
470.6734,5738.8989,4.228584
470.7234,5649.7104,4.162867
470.7734,5874.5840,4.328561
470.8234,6211.0537,4.576481
470.8734,6324.0781,4.659761
470.9234,6271.6543,4.621133
470.9734,6433.2427,4.740196
471.0234,6852.3550,5.049010
471.0734,7184.9648,5.294086
471.1234,7423.8442,5.470100
471.1734,7810.7173,5.755159
471.2234,8169.0435,6.019184
471.2734,8230.8145,6.064698
471.3234,8194.1455,6.037679
471.3734,8248.8135,6.077960
471.4234,8261.4180,6.087248
471.4734,8224.1797,6.059809
471.5234,8270.8213,6.094176
471.5734,8296.3135,6.112960
471.6234,8051.2715,5.932406
471.6734,7633.1577,5.624328
471.7234,7307.7344,5.384547
471.7734,6972.7144,5.137694
471.8234,6587.0732,4.853543
471.8734,6371.5522,4.694741
471.9234,6385.2241,4.704815
471.9734,6433.7070,4.740538
472.0234,6308.7002,4.648430
472.0734,5936.1133,4.373897
472.1234,5228.7827,3.852716
472.1734,4449.0640,3.278197
472.2234,4060.1079,2.991603
472.2734,4065.1074,2.995287
472.3234,4104.6201,3.024401
472.3734,3814.9744,2.810982
472.4234,3338.1694,2.459658
472.4734,3033.2473,2.234983
472.5234,2802.8257,2.065202
472.5734,2578.9172,1.900220
472.6234,2482.8645,1.829445
472.6734,2312.2012,1.703696
472.7234,1935.4811,1.426118
472.7734,1731.7987,1.276039
472.8234,1898.5131,1.398878
472.8734,2035.5281,1.499835
472.9234,1863.0382,1.372740
472.9734,1663.0420,1.225377
473.0234,1706.1960,1.257174
473.0734,1851.5039,1.364241
473.1234,1918.6094,1.413686
473.1734,1950.5419,1.437215
473.2234,2141.0908,1.577617
473.2734,2568.2087,1.892329
473.3234,2946.0706,2.170749
473.3734,3108.2256,2.290229
473.4234,3243.1028,2.389610
473.4734,3420.4287,2.520269
473.5234,3710.2915,2.733848
473.5734,4100.9883,3.021725
473.6234,4308.6675,3.174749
473.6734,4292.6592,3.162953
473.7234,4255.3501,3.135463
473.7734,4347.5127,3.203371
473.8234,4577.4248,3.372777
473.8734,4682.9526,3.450533
473.9234,4547.0005,3.350359
473.9734,4523.9512,3.333376
474.0234,4709.7954,3.470311
474.0734,4653.0400,3.428492
474.1234,4212.2085,3.103675
474.1734,3725.0505,2.744723
474.2234,3445.9312,2.539060
474.2734,3336.9185,2.458736
474.3234,3223.8662,2.375436
474.3734,3090.4890,2.277160
474.4234,2875.9829,2.119106
474.4734,2456.9602,1.810358
474.5234,2016.6525,1.485927
474.5734,1680.4237,1.238184
474.6234,1434.0010,1.056613
474.6734,1454.7977,1.071936
474.7234,1687.5831,1.243459
474.7734,1762.8799,1.298940
474.8234,1481.8807,1.091892
474.8734,1115.4824,0.821919
474.9234,1210.8302,0.892174
474.9734,1657.6575,1.221409
475.0234,1910.8351,1.407958
475.0734,2002.4888,1.475491
475.1234,2240.1902,1.650636
475.1734,2687.6824,1.980361
475.2234,3222.0588,2.374105
475.2734,3790.2588,2.792770
475.3234,4426.8115,3.261801
475.3734,5093.8784,3.753314
475.4234,5861.4829,4.318907
475.4734,6771.7578,4.989624
475.5234,7633.0522,5.624250
475.5734,8382.3848,6.176379
475.6234,9009.6338,6.638554
475.6734,9372.5928,6.905993
475.7234,9537.9248,7.027814
475.7734,9815.2832,7.232180
475.8234,10409.3477,7.669903
475.8734,11104.6670,8.182234
475.9234,11480.3564,8.459053
475.9734,11481.0166,8.459540
476.0234,11414.3105,8.410389
476.0734,11551.8643,8.511742
476.1234,11770.0439,8.672503
476.1734,11475.4629,8.455447
476.2234,10407.0723,7.668227
476.2734,9357.2783,6.894709
476.3234,9000.9756,6.632175
476.3734,8689.5791,6.402729
476.4234,7854.2510,5.787235
476.4734,7122.9126,5.248365
476.5234,6841.2251,5.040809
476.5734,6436.5356,4.742623
476.6234,5597.3486,4.124286
476.6734,4802.4697,3.538596
476.7234,4605.7007,3.393611
476.7734,4746.4351,3.497308
476.8234,4521.1562,3.331317
476.8734,3873.1677,2.853860
476.9234,3385.1130,2.494248
476.9734,3329.4587,2.453240
477.0234,3585.0955,2.641600
477.0734,3976.8799,2.930278
477.1234,4248.6431,3.130521
477.1734,4454.5996,3.282276
477.2234,4720.9683,3.478544
477.2734,4924.2544,3.628331
477.3234,5248.7891,3.867457
477.3734,5736.7778,4.227021
477.4234,6123.0493,4.511637
477.4734,6535.2959,4.815392
477.5234,7022.1665,5.174132
477.5734,7503.9966,5.529158
477.6234,8232.6318,6.066037
477.6734,9027.8818,6.652000
477.7234,9223.9463,6.796466
477.7734,8826.2383,6.503423
477.8234,8489.2588,6.255127
477.8734,8570.3076,6.314846
477.9234,8826.4414,6.503573
477.9734,9009.9883,6.638816
478.0234,9301.1533,6.853354
478.0734,9623.8691,7.091140
478.1234,9280.2715,6.837968
478.1734,8315.9287,6.127413
478.2234,7926.8008,5.840692
478.2734,8281.1318,6.101773
478.3234,8387.9297,6.180465
478.3734,8044.5068,5.927421
478.4234,7555.2544,5.566926
478.4734,7177.6460,5.288694
478.5234,7078.7319,5.215811
478.5734,6805.1431,5.014223
478.6234,6199.8667,4.568238
478.6734,5903.9741,4.350216
478.7234,6067.5654,4.470755
478.7734,6031.8535,4.444441
478.8234,5454.2725,4.018863
478.8734,5005.1812,3.687960
478.9234,5173.5938,3.812051
478.9734,5443.0703,4.010609
479.0234,5530.8843,4.075313
479.0734,5459.2910,4.022561
479.1234,5009.7563,3.691331
479.1734,4658.6406,3.432619
479.2234,4974.8179,3.665587
479.2734,5533.0776,4.076929
479.3234,5880.5547,4.332960
479.3734,6046.8081,4.455460
479.4234,6023.5957,4.438357
479.4734,5865.5205,4.321882
479.5234,6083.4922,4.482490
479.5734,6736.7065,4.963797
479.6234,7022.3813,5.174290
479.6734,6771.3130,4.989296
479.7234,6725.5103,4.955547
479.7734,7171.6650,5.284287
479.8234,7697.3394,5.671619
479.8734,8008.2358,5.900696
479.9234,8079.7388,5.953381
479.9734,7983.7495,5.882654
480.0234,7881.0337,5.806970
480.0734,7857.7461,5.789811
480.1234,7868.7178,5.797895
480.1734,7788.7246,5.738954
480.2234,7797.2969,5.745270
480.2734,8357.0918,6.157743
480.3234,9070.2451,6.683215
480.3734,9005.7734,6.635710
480.4234,8206.8438,6.047036
480.4734,7472.9995,5.506319
480.5234,7309.1382,5.385581
480.5734,7554.6089,5.566451
480.6234,7676.7290,5.656432
480.6734,7305.6431,5.383006
480.7234,6810.8599,5.018435
480.7734,6856.5278,5.052085
480.8234,7175.6108,5.287194
480.8734,6984.4844,5.146367
480.9234,6165.0498,4.542584
480.9734,5404.8042,3.982413
481.0234,5211.3345,3.839859
481.0734,5005.8745,3.688471
481.1234,4241.1665,3.125012
481.1734,3412.1174,2.514145
481.2234,3101.3716,2.285179
481.2734,3290.8560,2.424796
481.3234,3516.3105,2.590918
481.3734,3224.8047,2.376128
481.4234,2643.3865,1.947722
481.4734,2614.8599,1.926703
481.5234,3047.6594,2.245602
481.5734,3102.1809,2.285775
481.6234,2734.8672,2.015128
481.6734,2648.4504,1.951454
481.7234,3151.4417,2.322072
481.7734,4018.5627,2.960991
481.8234,4848.6245,3.572604
481.8734,5203.4858,3.834076
481.9234,5261.8408,3.877074
481.9734,5813.8906,4.283840
482.0234,7051.5508,5.195783
482.0734,8258.1924,6.084871
482.1234,8872.2236,6.537307
482.1734,8914.3320,6.568333
482.2234,8939.0527,6.586548
482.2734,9585.1328,7.062598
482.3234,10350.9170,7.626850
482.3734,10294.2900,7.585126
482.4234,9690.4639,7.140209
482.4734,9444.6514,6.959088
482.5234,9587.7812,7.064550
482.5734,9300.5088,6.852879
482.6234,8339.8818,6.145062
482.6734,7467.4116,5.502201
482.7234,7153.8354,5.271149
482.7734,6802.7183,5.012436
482.8234,5681.1479,4.186031
482.8734,4247.4131,3.129615
482.9234,3532.5039,2.602849
482.9734,3287.9941,2.422688
483.0234,2595.8206,1.912674
483.0734,1623.1594,1.195990
483.1234,1012.6472,0.746147
483.1734,845.7836,0.623197
483.2234,790.4267,0.582409
483.2734,669.5177,0.493320
483.3234,787.0344,0.579909
483.3734,1129.7729,0.832449
483.4234,1309.1488,0.964618
483.4734,1584.3130,1.167367
483.5234,2317.2622,1.707425
483.5734,3290.9927,2.424897
483.6234,4327.7109,3.188780
483.6734,5290.5698,3.898242
483.7234,5972.6313,4.400805
483.7734,6628.8120,4.884297
483.8234,7719.2124,5.687735
483.8734,9099.7725,6.704971
483.9234,10038.6895,7.396792
483.9734,10150.7119,7.479333
484.0234,9964.2646,7.341954
484.0734,10130.4951,7.464437
484.1234,10600.0820,7.810442
484.1734,11092.3086,8.173128
484.2234,11444.9814,8.432988
484.2734,11275.4014,8.308036
484.3234,10369.5732,7.640596
484.3734,9311.3438,6.860863
484.4234,8730.8740,6.433156
484.4734,8405.8262,6.193652
484.5234,7812.6670,5.756595
484.5734,6798.5771,5.009385
484.6234,5693.7881,4.195345
484.6734,4876.2573,3.592965
484.7234,4160.4907,3.065568
484.7734,3351.8027,2.469704
484.8234,2780.0217,2.048399
484.8734,2609.1274,1.922479
484.9234,2627.6628,1.936137
484.9734,2546.5439,1.876366
485.0234,2083.4919,1.535176
485.0734,1621.8948,1.195058
485.1234,1981.6786,1.460157
485.1734,3195.3809,2.354447
485.2234,4657.7583,3.431969
485.2734,5772.5850,4.253405
485.3234,6195.7822,4.565229
485.3734,6379.2749,4.700431
485.4234,7148.3374,5.267098
485.4734,8450.7344,6.226741
485.5234,9545.6250,7.033488
485.5734,10177.1582,7.498820
485.6234,10904.4717,8.034725
485.6734,12007.4785,8.847452
485.7234,12779.4258,9.416244
485.7734,12825.1826,9.449959
485.8234,12619.4141,9.298343
485.8734,12385.6143,9.126073
485.9234,11922.1689,8.784593
485.9734,11188.6104,8.244086
486.0234,10262.4980,7.561700
486.0734,9330.4590,6.874948
486.1234,8622.5977,6.353375
486.1734,8031.8359,5.918085
486.2234,7197.1592,5.303072
486.2734,5807.2817,4.278970
486.3234,4102.4326,3.022789
486.3734,2976.3955,2.193093
486.4234,2657.9395,1.958445
486.4734,2232.5037,1.644972
486.5234,1281.3303,0.944121
486.5734,498.7054,0.367460
486.6234,602.4636,0.443912
486.6734,1398.4830,1.030442
486.7234,1933.3176,1.424523
486.7734,1897.7281,1.398300
486.8234,2165.4766,1.595585
486.8734,3273.5671,2.412057
486.9234,4588.2061,3.380721
486.9734,5574.1636,4.107202
487.0234,6493.8301,4.784839
487.0734,7499.8604,5.526110
487.1234,8561.3457,6.308243
487.1734,9893.8359,7.290060
487.2234,11188.5225,8.244022
487.2734,11969.6699,8.819593
487.3234,12400.1260,9.136765
487.3734,12752.5186,9.396418
487.4234,13237.0498,9.753435
487.4734,13620.7529,10.036158
487.5234,13379.9082,9.858697
487.5734,12573.0566,9.264186
487.6234,11604.9346,8.550846
487.6734,10772.1338,7.937215
487.7234,9945.8037,7.328351
487.7734,8770.7920,6.462569
487.8234,7350.0581,5.415732
487.8734,5973.9990,4.401812
487.9234,4618.9731,3.403391
487.9734,3265.6072,2.406192
488.0234,2108.7766,1.553807
488.0734,1275.0366,0.939483
488.1234,602.2592,0.443762
488.1734,-263.6757,0.194284
488.2234,-1393.4081,1.026703
488.2734,-2146.3191,1.581469
488.3234,-1747.0923,1.287307
488.3734,-673.4486,0.496216
488.4234,-287.6410,0.211942
488.4734,-655.4935,0.482986
488.5234,-422.3430,0.311194
488.5734,1024.1410,0.754616
488.6234,2848.1570,2.098603
488.6734,4067.7085,2.997203
488.7234,4683.5205,3.450951
488.7734,5365.2905,3.953299
488.8234,6441.0527,4.745951
488.8734,7753.6772,5.713130
488.9234,8965.1807,6.605800
488.9734,9695.7793,7.144126
489.0234,9889.4951,7.286861
489.0734,9905.9639,7.298996
489.1234,9922.6533,7.311293
489.1734,9701.6426,7.148446
489.2234,9128.8633,6.726406
489.2734,8407.9414,6.195210
489.3234,7746.9673,5.708186
489.3734,7101.4702,5.232565
489.4234,6168.5571,4.545168
489.4734,4802.6782,3.538750
489.5234,3302.8281,2.433618
489.5734,2112.9270,1.556865
489.6234,1292.8237,0.952589
489.6734,526.0283,0.387593
489.7234,-299.7119,0.220836
489.7734,-1064.5222,0.784370
489.8234,-1664.3467,1.226338
489.8734,-1994.2260,1.469402
489.9234,-2058.6592,1.516879
489.9734,-1968.2407,1.450256
490.0234,-1840.6879,1.356271
490.0734,-1497.1135,1.103116
490.1234,-629.0418,0.463496
490.1734,514.1738,0.378858
490.2234,1567.9998,1.155347
490.2734,2511.6553,1.850659
490.3234,3459.2312,2.548860
490.3734,4680.9170,3.449033
490.4234,6029.6436,4.442813
490.4734,6994.1538,5.153491
490.5234,7740.6440,5.703527
490.5734,8705.5908,6.414527
490.6234,9731.0352,7.170103
490.6734,10477.1924,7.719893
490.7234,10835.9785,7.984257
490.7734,10992.4033,8.099515
490.8234,11265.4746,8.300722
490.8734,11442.1553,8.430905
490.9234,10984.6523,8.093804
490.9734,10006.5557,7.373115
491.0234,9142.1523,6.736198
491.0734,8549.1191,6.299234
491.1234,7804.2891,5.750422
491.1734,6595.0859,4.859447
491.2234,5116.7476,3.770165
491.2734,3896.0342,2.870709
491.3234,3012.5623,2.219742
491.3734,1998.3007,1.472405
491.4234,712.1602,0.524740
491.4734,-527.1400,0.388412
491.5234,-1569.9106,1.156755
491.5734,-2383.4600,1.756201
491.6234,-2766.4111,2.038370
491.6734,-2832.6196,2.087155
491.7234,-2991.4438,2.204181
491.7734,-3235.1909,2.383781
491.8234,-3217.7146,2.370904
491.8734,-2721.0637,2.004957
491.9234,-1757.6116,1.295058
491.9734,-569.4750,0.419605
492.0234,657.9157,0.484771
492.0734,2032.1775,1.497366
492.1234,3542.0417,2.609877
492.1734,4952.8813,3.649424
492.2234,6262.4565,4.614356
492.2734,7735.1235,5.699459
492.3234,9440.7100,6.956184
492.3734,10899.5508,8.031099
492.4234,11830.9121,8.717353
492.4734,12770.5332,9.409692
492.5234,13844.5322,10.201045
492.5734,14548.6172,10.719835
492.6234,14915.3008,10.990018
492.6734,15031.4834,11.075624
492.7234,14643.4893,10.789739
492.7734,13929.2490,10.263467
492.8234,13391.1338,9.866968
492.8734,13181.0693,9.712187
492.9234,12697.4355,9.355832
492.9734,11074.9668,8.160351
493.0234,8801.8350,6.485442
493.0734,7354.9253,5.419318
493.1234,6757.7866,4.979329
493.1734,5752.9102,4.238908
493.2234,3861.7471,2.845445
493.2734,1883.1317,1.387545
493.3234,712.2371,0.524797
493.3734,170.6240,0.125721
493.4234,-408.5379,0.301022
493.4734,-1206.9017,0.889280
493.5234,-1921.1783,1.415579
493.5734,-2153.1272,1.586485
493.6234,-2052.7034,1.512490
493.6734,-1993.7021,1.469016
493.7234,-1751.8285,1.290797
493.7734,-1128.7144,0.831669
493.8234,-354.9762,0.261557
493.8734,435.2845,0.320730
493.9234,1262.1309,0.929974
493.9734,2357.9060,1.737372
494.0234,3728.6260,2.747358
494.0734,4670.7056,3.441509
494.1234,5065.9233,3.732716
494.1734,5794.2148,4.269342
494.2234,7106.6138,5.236355
494.2734,8239.4463,6.071058
494.3234,8576.2861,6.319252
494.3734,8424.4834,6.207399
494.4234,8557.4678,6.305386
494.4734,9182.6367,6.766028
494.5234,9552.2949,7.038403
494.5734,9049.0479,6.667596
494.6234,8322.6973,6.132400
494.6734,8145.9727,6.002184
494.7234,8215.5146,6.053425
494.7734,8016.0874,5.906481
494.8234,7504.8882,5.529815
494.8734,6755.8535,4.977905
494.9234,6022.2593,4.437372
494.9734,5687.4043,4.190641
495.0234,5642.3965,4.157478
495.0734,5468.9253,4.029660
495.1234,5038.8936,3.712800
495.1734,4642.0010,3.420358
495.2234,4662.3638,3.435362
495.2734,5001.2158,3.685038
495.3234,5157.7930,3.800409
495.3734,5119.0962,3.771896
495.4234,5251.8066,3.869680
495.4734,5540.2241,4.082195
495.5234,6079.5469,4.479583
495.5734,6922.4512,5.100659
495.6234,7378.6440,5.436795
495.6734,7198.3789,5.303970
495.7234,7157.7886,5.274062
495.7734,7690.8555,5.666841
495.8234,8448.3848,6.225010
495.8734,8989.5332,6.623744
495.9234,9174.6670,6.760156
495.9734,9257.3359,6.821068
496.0234,9586.6445,7.063712
496.0734,9873.0332,7.274732
496.1234,9498.8887,6.999051
496.1734,8802.9414,6.486258
496.2234,8472.7803,6.242985
496.2734,8452.4473,6.228004
496.3234,8371.6650,6.168481
496.3734,7916.0752,5.832789
496.4234,7097.6406,5.229743
496.4734,6319.3945,4.656310
496.5234,5844.7842,4.306603
496.5734,5532.2222,4.076299
496.6234,5070.6509,3.736200
496.6734,4480.5781,3.301417
496.7234,4027.1755,2.967337
496.7734,3600.7009,2.653099
496.8234,3061.0022,2.255433
496.8734,2746.3865,2.023616
496.9234,2930.4553,2.159243
496.9734,3245.1394,2.391111
497.0234,3243.8916,2.390192
497.0734,3296.5095,2.428962
497.1234,3967.8025,2.923590
497.1734,4942.5190,3.641789
497.2234,5815.9072,4.285326
497.2734,6872.2856,5.063696
497.3234,8059.9551,5.938804
497.3734,8821.2852,6.499774
497.4234,9249.3721,6.815200
497.4734,9967.5283,7.344358
497.5234,10899.6074,8.031141
497.5734,11398.3398,8.398621
497.6234,11527.1973,8.493567
497.6734,11944.0195,8.800693
497.7234,12486.7744,9.200611
497.7734,12355.9736,9.104233
497.8234,11596.9717,8.544979
497.8734,10800.7266,7.958283
497.9234,10038.0146,7.396295
497.9734,9072.5830,6.684937
498.0234,7986.7075,5.884833
498.0734,6997.0322,5.155612
498.1234,5946.8926,4.381840
498.1734,4620.0640,3.404195
498.2234,3128.8259,2.305408
498.2734,1778.5077,1.310455
498.3234,740.6873,0.545759
498.3734,-56.4444,0.041590
498.4234,-684.6941,0.504502
498.4734,-1356.2052,0.999291
498.5234,-2199.6433,1.620760
498.5734,-2823.3804,2.080347
498.6234,-2827.8579,2.083646
498.6734,-2248.8599,1.657024
498.7234,-1487.3068,1.095890
498.7734,-878.8362,0.647552
498.8234,-223.2088,0.164467
498.8734,897.7415,0.661481
498.9234,2354.1487,1.734604
498.9734,3626.1572,2.671856
499.0234,4677.7002,3.446663
499.0734,5925.4365,4.366030
499.1234,7477.4111,5.509569
499.1734,8927.1104,6.577749
499.2234,10055.1680,7.408934
499.2734,11178.3945,8.236559
499.3234,12447.7168,9.171832
499.3734,13653.7490,10.060471
499.4234,14706.6006,10.836242
499.4734,15454.8037,11.387539
499.5234,15570.9092,11.473089
499.5734,15142.0947,11.157126
499.6234,14782.5449,10.892200
499.6734,14878.2861,10.962744
499.7234,15013.0596,11.062049
499.7734,14515.4854,10.695422
499.8234,13411.9062,9.882274
499.8734,12362.8525,9.109301
499.9234,11823.3857,8.711807
499.9734,11572.5479,8.526982
500.0234,10984.2861,8.093534
500.0734,9867.2656,7.270482
500.1234,8705.5342,6.414485
500.1734,7632.2188,5.623636
500.2234,6431.9585,4.739250
500.2734,5565.8413,4.101070
500.3234,5565.8379,4.101068
500.3734,6077.4688,4.478052
500.4234,6331.3740,4.665136
500.4734,6228.2036,4.589118
500.5234,6371.5654,4.694751
500.5734,6936.5122,5.111019
500.6234,7577.8755,5.583594
500.6734,8216.4287,6.054098
500.7234,9038.4414,6.659781
500.7734,9959.3135,7.338305
500.8234,10722.7578,7.900833
500.8734,11506.5254,8.478335
500.9234,12562.0967,9.256110
500.9734,13546.7412,9.981624
501.0234,14230.7344,10.485610
501.0734,14846.1328,10.939053
501.1234,15162.2920,11.172008
501.1734,14969.9395,11.030277
501.2234,14798.4922,10.903950
501.2734,14825.2568,10.923671
501.3234,14756.4668,10.872984
501.3734,14408.9609,10.616932
501.4234,13602.1436,10.022446
501.4734,12550.6064,9.247644
501.5234,11552.1738,8.511970
501.5734,10587.0029,7.800805
501.6234,9616.2109,7.085498
501.6734,8326.0840,6.134895
501.7234,6696.9302,4.934489
501.7734,5445.4395,4.012355
501.8234,4874.0791,3.591360
501.8734,4559.1802,3.359334
501.9234,4110.0708,3.028417
501.9734,3639.6689,2.681812
502.0234,3499.9126,2.578835
502.0734,3695.9004,2.723245
502.1234,4098.1162,3.019609
502.1734,4528.0181,3.336372
502.2234,4966.5215,3.659474
502.2734,5941.1021,4.377573
502.3234,7740.7393,5.703597
502.3734,10008.3691,7.374451
502.4234,11734.8320,8.646558
502.4734,12406.6328,9.141560
502.5234,13218.9082,9.740068
502.5734,14887.6719,10.969660
502.6234,16676.0957,12.287422
502.6734,18185.6758,13.399723
502.7234,19372.6309,14.274305
502.7734,20057.7871,14.779148
502.8234,20476.9336,15.087987
502.8734,20857.4316,15.368349
502.9234,21011.3672,15.481773
502.9734,21002.4629,15.475212
503.0234,20720.8398,15.267704
503.0734,19688.7559,14.507235
503.1234,18274.1582,13.464919
503.1734,17045.2090,12.559395
503.2234,15848.8008,11.677847
503.2734,14655.1484,10.798330
503.3234,13307.1660,9.805098
503.3734,11428.3271,8.420716
503.4234,9413.1455,6.935873
503.4734,7803.7241,5.750006
503.5234,6496.8057,4.787031
503.5734,5309.3857,3.912106
503.6234,4233.4292,3.119311
503.6734,3362.7778,2.477790
503.7234,2961.0569,2.181791
503.7734,3260.5063,2.402434
503.8234,3840.9688,2.830135
503.8734,3922.8628,2.890477
503.9234,3774.0547,2.780831
503.9734,4370.5259,3.220328
504.0234,5667.0532,4.175646
504.0734,6673.7095,4.917379
504.1234,7378.5435,5.436721
504.1734,8564.9854,6.310925
504.2234,9928.8037,7.315825
504.2734,10909.3086,8.038289
504.3234,11932.2617,8.792030
504.3734,13343.0664,9.831551
504.4234,14568.4492,10.734448
504.4734,14932.9453,11.003019
504.5234,14850.1846,10.942038
504.5734,15218.9102,11.213726
504.6234,15720.6904,11.583452
504.6734,15535.2754,11.446833
504.7234,14688.3838,10.822819
504.7734,13574.5566,10.002119
504.8234,12529.5117,9.232101
504.8734,11527.2705,8.493621
504.9234,10417.5615,7.675956
504.9734,9224.0186,6.796519
505.0234,7742.4878,5.704885
505.0734,6067.8604,4.470972
505.1234,4579.2925,3.374153
505.1734,3078.0198,2.267973
505.2234,1465.8540,1.080083
505.2734,258.7425,0.190649
505.3234,-477.0859,0.351530
505.3734,-1166.6077,0.859590
505.4234,-1711.1946,1.260857
505.4734,-1825.7505,1.345265
505.5234,-1714.6876,1.263431
505.5734,-1555.6964,1.146281
505.6234,-1046.5206,0.771106
505.6734,24.4782,0.018036
505.7234,1488.6677,1.096893
505.7734,3152.3337,2.322729
505.8234,4694.1230,3.458763
505.8734,6078.2661,4.478639
505.9234,7732.1719,5.697284
505.9734,9759.6543,7.191191
506.0234,11983.1104,8.829497
506.0734,14053.3643,10.354918
506.1234,15737.8887,11.596124
506.1734,17395.4238,12.817443
506.2234,18960.0039,13.970270
506.2734,19811.5273,14.597697
506.3234,20165.5352,14.858540
506.3734,20506.8340,15.110018
506.4234,20479.2070,15.089662
506.4734,19882.5156,14.650003
506.5234,19202.0137,14.148590
506.5734,18472.8164,13.611296
506.6234,17090.7871,12.592978
506.6734,14931.5420,11.001985
506.7234,12566.6816,9.259488
506.7734,10516.6777,7.748987
506.8234,8853.0967,6.523213
506.8734,7248.4497,5.340864
506.9234,5472.5293,4.032315
506.9734,3455.2361,2.545916
507.0234,1214.3807,0.894790
507.0734,-597.1525,0.439999
507.1234,-1347.1145,0.992592
507.1734,-1561.1996,1.150336
507.2234,-2245.8792,1.654828
507.2734,-3193.0518,2.352731
507.3234,-3054.9424,2.250968
507.3734,-1436.3453,1.058340
507.4234,569.1030,0.419331
507.4734,2041.6091,1.504316
507.5234,3339.5337,2.460663
507.5734,5254.6304,3.871761
507.6234,7564.2856,5.573581
507.6734,9479.0664,6.984446
507.7234,11055.7021,8.146156
507.7734,12873.8926,9.485850
507.8234,14939.7715,11.008049
507.8734,16772.2285,12.358255
507.9234,18027.4141,13.283111
507.9734,18753.9902,13.818473
508.0234,19227.4961,14.167366
508.0734,19574.3164,14.422913
508.1234,19661.2461,14.486965
508.1734,19168.0547,14.123568
